City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
323,kourou,5.1552,-52.6478,23.03000000000003,90,34,3.91,GF,1691040594
324,hobyo,5.3505,48.5268,25.950000000000045,70,100,9.45,SO,1691040595
325,paracuru,-3.41,-39.0306,26.730000000000018,86,7,5.37,BR,1691040595
326,eyl,7.9803,49.8164,28.810000000000002,46,99,12.86,SO,1691040596
327,sambalpur,21.45,83.9667,25.010000000000048,90,100,6.76,IN,1691040597
328,al majaridah,19.1236,41.9111,32.04000000000002,44,25,1.21,SA,1691040597
329,kirensk,57.7853,108.1119,26.02000000000004,31,0,3.85,RU,1691040598
330,dunedin,-45.8742,170.5036,10.450000000000045,73,78,1.79,NZ,1691040598
331,riohacha,11.5444,-72.9072,26.82000000000005,80,0,3.18,CO,1691040599
332,karratha,-20.7377,116.8463,24.840000000000032,61,100,1.58,AU,1691040600
